NR_index,sentence,TSR_index
,"Robert Strange McNamara (born June 9, 1916) is an American business executive and a former United States Secretary of Defense.",318.0
,"Roosevelt was distraught, writing in his diary, 'the light has gone out of my life forever'.",104.0
,"Roosevelt was remarkable for his diverse interests, particularly in leading what he called the 'strenuous life'.",97.0
25.0,"Rosemary Clooney (May 23, 1928 - June 29, 2002) was an American popular singer and actress.",
,"Rosemary Clooney (May 23, 1928 – June 29, 2002) was an American popular singer and actress.",340.0
28.0,"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",
,"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",164.0
29.0,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers.",
,Rupert John Cornford (27 December 1915 - 28 December 1936) was an English poet and communist.,19.0
,"Saint Clare of Assisi, born Chiara Offreduccio, (July 16, 1194 - August 11, 1253) was one of the first followers of Francis of Assisi and founded the Order of Poor Ladies to organize the women who chose to take the Franciscan vow of poverty and celibacy.",373.0
,Samuel Adams (5 June 1805 - 27 February 1850) was a Democratic Governor of the State of Arkansas.,14.0
,"Sara Ann Delano Roosevelt (September 21, 1854 – September 7, 1941) was the wife of James Roosevelt, Sr. and the mother of President of the United States Franklin Delano Roosevelt, her only child.",140.0
,Sarah Vandenbergh (born 9 October 1972 in Australia) is an Australian actress.,204.0
,"She attended Beverly Hills High School, but left to become an actress.",112.0
,"She attended school on the MGM lot and received a diploma from University High School in Los Angeles, on January 26, 1950, the same year she was first married at age 18.",94.0
,"She attended school on the MGM lot and received a diploma from University High School in Los Angeles, on January 26, 1950, the same year she was first married at age 18.",258.0
,She chaired the committee that drafted and approved the Universal Declaration of Human Rights.,368.0
270.0,She currently works for the State Department's Near East Affairs Bureau.,
104.0,"She died from multiple strokes and lung cancer on November 6, 2004 in Tarzana, California at the age of 70.",
176.0,She died in Lisbon in 1705.,
251.0,"She died in Poughkeepsie, New York of heart failure, which was chiefly due to her diabetes.",
71.0,"She died of cancer there on May 11, 1775.",
,She graduated from the University of Vermont in 1902 and went to teach at the Clarke School for the Deaf that autumn.,96.0
,She graduated from the University of Vermont in 1902 and went to teach at the Clarke School for the Deaf that autumn.,263.0
273.0,She has authored or co-authored eight books and numerous articles.,
,"She has pursued a media career, notably as a pundit alongside Conservative Michael Portillo (who also grew up and went to the same school in Harrow), on the BBC's weekly politics digest This Week.",266.0
,"She has two children by her first husband, William LeBlond, and two children by her second husband, Robert P. Koch, whom she married in June 1992 at Camp David.",147.0
,She is a member of the Democratic Party.,40.0
,"She is married to cinematographer Christopher Duddy (married December 31, 1996 – present).",161.0
277.0,"She is now a public speaker and author, and a senior fellow at the American Enterprise Institute.",
131.0,She is the well-meaning and patient wife of Homer.,133.0
,"She married Joseph P. Kennedy, Sr. on October 7, 1914, after a courtship of more than 7 years, and they lived in nearby Brookline, in a house that is now a national historic landmark.",146.0
,She married José Ferrer in 1938; they divorced in 1948.,156.0
274.0,"She served from 1986 to 1996 as Chair of the National Endowment for the Humanities, appointed by Ronald Reagan.",
,She studied acting at the Royal Academy of Dramatic Arts.,88.0
,"She taught at HB Studios, a well-known New York City acting school, starting in 1957, and married its co-founder, Herbert Berghof, on January 25, 1957.",254.0
,"She underwent a lobotomy at the age of 23, after which she was incapacitated for the rest of her life.",168.0
233.0,"She was First Lady of the United States from 1993 to 2001, as the wife of President Bill Clinton.",165.0
,She was Head of Press and Public Relations at Lambeth Council [1986 to 1987].,270.0
,She was a press officer at the Greater London Council [1985 to 1986].,269.0
120.0,She was a researcher and reporter at Thames Television [1980 to 1983].,267.0
,She was a researcher and reporter at the breakfast televsion company TV AM [1983 to 1985].,268.0
275.0,She was at one time a co-host on CNN's Crossfire.,
31.0,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German.",
,"She was educated at Bryn Mawr College, receiving a degree in history and philosophy in 1928, the same year she debuted on Broadway after landing a bit part in Night Hostess.",67.0
,She was married to Academy Award-winning actor Nicolas Cage from 1995 until 2001.,169.0
,"She was married to director Spike Jonze on June 26, 1999 but the marriage ended in divorce on December 9, 2003.",155.0
,She was married to singer Paul Simon but divorced after 12 years.,167.0
135.0,"She was named after Margaret Marge Groening, mother of Matt Groening, creator of The Simpsons.",
172.0,"She was not a particularly popular choice of queen, being a Roman Catholic, and her religion prevented her ever being crowned, since she could not take part in an Anglican service.",
169.0,"She was seen as a useful conduit for contracting an alliance between Portugal and England, after the treaty of the Pyrenees in 1659 where Portugal was arguably abandoned by France.",
180.0,"She was very popular and loved by the people, and the Queens borough of New York City was named after her.",
,She won an Emmy Award for Outstanding Lead Actress in 2005 for her role as the psychic Allison DuBois on NBC's Medium.,287.0
164.0,Shortly afterwards he retired from the Army as a brevet major.,174.0
,"Simon has been married three times; he is currently married to Edie Brickell whom he wed on May 30, 1992.",129.0
263.0,"Since his second Wyoming arrest, Cheney has had no further convictions.",
,"Sofia Carmina Coppola (born May 14, 1971 in New York City, New York) is an American film director, actress, producer, and writer.",323.0
,Some of the closest and most trusted advisors to Bush in affairs of policy and politics are women.,344.0
237.0,"Sometime during the second half of 1683, the Franklins left England for Boston, Massachusetts; and while in Boston, they had several more children, including: Josiah Jr. (August 23, 1685), Ann (January 5, 1687), Joseph (February 5, 1688), and Joseph (June 30, 1689) (the first Joseph having died soon after birth).",
255.0,"Soon after he was born, he moved to New York with his father, where he began acting and playing music.",
,"Soon after, she enrolled at London's Central School of Speech and Drama, where she attended 18 months.",113.0
,"Stevo Crvenkovski (March 18, 1947 February 4, 2004) was a Macedonian diplomat.",317.0
68.0,Struensee was arrested and executed in that same year.,
64.0,"Symptoms during this time included paranoia, self-mutilation and hallucinations.",
73.0,"Talia Shire (born April 25, 1946) is an American actress of Italian descent.",292.0
59.0,Taylor was born with dual British and American citizenship.,328.0
221.0,"That year, he also married Rose Fitzgerald, the daughter of John F. Fitzgerald, the Democrat mayor of Boston and probably the most recognized politician in the city.",119.0
76.0,"The Cockleshell Heroes followed a year later, along with The Great Man.",
,"The Hepburn children, at their parents' encouragement, were unafraid of expressing frank views on various topics, including sex.",201.0
,"The Hepburns demanded frequent familial discussions on these topics and more, and as a result the Hepburn children were well versed in social and political issues.",189.0
267.0,The Perrys have four children.,
296.0,The arm injury kept him from being drafted into the armed forces for the Second World War.,
313.0,The book was awarded the 1957 Pulitzer Prize for Biography.,
125.0,The business was dissolved in 1834 due to the difficulties in placing Long's locomotive designs into production.,
235.0,The cgs unit of electric charge has been named after him: one franklin (Fr) is equal to one statcoulomb.,
336.0,"The co-founder, working alongside Bush as a partner, was T. Williard Fair, a well-known local black activist and head of the Greater Miami Urban League.",
92.0,"The contest between the two was bitter, although they differed little on issues.",30.0
,"The election of fellow-Republican Dwight Eisenhower to the presidency saw Rockefeller appointed first as chair of the President's Advisory Committee on Government Organization and later as an undersecretary in the Department of Health, Education, and Welfare.",13.0
42.0,"The family moved around 1810 to Springport, in Cayuga County in the Rochester, New York area.",
128.0,"The following month, as a brevet major in the U.S. Army, he was appointed to lead an expedition through the American West, in areas acquired in the Louisiana Purchase.",
325.0,The mathematician Garrett Birkhoff (1911-1996) was his son.,
66.0,The neglected and lonely Caroline Mathilde drifted into an affair with Struensee.,
299.0,The picture was a smash hit and Lawford's performance was widely praised.,
129.0,"The specific purpose of the voyage was to the find the sources of the Platte, Arkansas, and Red rivers.",
,The sportsmanship Roosevelt showed in that fight was long remembered.,91.0
80.0,"The two were married in 1953, divorced in 1961, and remarried in 1964, only to be divorced again in 1967.",
,The unusual middle name was given to her because Cobain thought she looked like a bean on the first sonogram he saw of her.,252.0
101.0,"Their greed leads to distrust and dishonesty, and eventually the society crumbles.",
342.0,"Their three children, now grown, are George P. (recently married), John E. ""Jeb"" Bush Jr. and Noelle.",
9.0,There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,
6.0,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",
,"They founded the town of Portsmouth, Rhode Island.",364.0
,They gave her a new first name and cast her for small roles in two movies.,148.0
46.0,"They had five children after which they relocated to Norwich, Vermont where Bush was a Captain of a militia company.",
181.0,"They had four children: Frederick Dent Grant, Ulysses S. (Buck) Grant, Jr., Ellen (Nellie) Grant, and Jesse Root Grant.",
107.0,"They had two children, Dolores Ethel Mae Barrymore and John Drew Barrymore (father of Drew Barrymore).",
,"They lost control of both houses of Congress for the first time in 40 years, in large part due to stalled legislation, including a failed attempt to create a comprehensive health care system under a plan developed by First Lady Hillary Rodham Clinton.",117.0
10.0,"This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",
227.0,This proved to be an regrettable decision.,
,This technique was particularly useful in his excavation of the Hanging Gardens of Babylon (1899-1917) which was built (ca. 580 BC) using mainly unfired mudbricks.,73.0
,"Thomas Jeffrey Hanks (born July 9, 1956) is an American actor famous for playing notable roles in many popular and critically acclaimed movies.",219.0
,"Thomas Jeffrey Hanks (born July 9, 1956) is an American actor famous for playing notable roles in many popular and critically acclaimed movies.",319.0
159.0,"Though he was active before 1955, his prime years were between 1955 and 1967, during which time he reshaped modern jazz and influenced generations of other musicians.",
195.0,"Though these requests were initially laughed off by Reagan, he says in his autobiography, he eventually gave in, after countless sleepless nights.""""",
44.0,"Through his son Timothy Bush, Jr., who was also a blacksmith, descended two American Presidents -George H. W. Bush and George W. Bush.",
39.0,"Timothy Bush, Sr. (c. 1728 - c. 1815) - soldier.",
232.0,"Two weeks later she married Michael Jackson on May 18, 1994.",150.0
,"Unable to stomach a career as a corporate lawyer, and presented with an opportunity to run for New York Assembly-man in 1881, he dropped out of school to pursue his new goal of entering public life.",131.0
259.0,"Under President Gerald Ford, Cheney became Assistant to the President and the youngest White House Chief of Staff in history.",
183.0,"Upon graduation, Grant adopted the form of his new name with middle initial only, never acknowledging that the 'S' stood for Simpson.",
,"Uta Thyra Hagen (June 12, 1919 - January 14, 2004) was a German-born American actress and acting teacher.",324.0
,"Vasil Petrov Kolarov (July 16, 1877 - January 23, 1950) was a Bulgarian communist political leader.",27.0
,"Walter Ulbricht (June 30, 1893 - August 1, 1973) was a German communist politician.",29.0
326.0,"Webster English Young (December 3, 1932 - December 13, 2003) was an American jazz trumpeter and cornetist.",
96.0,"Webster English Young (December 3, 1932 – December 13, 2003) was an American jazz trumpeter and cornetist.",193.0
96.0,"Webster English Young (December 3, 1932 – December 13, 2003) was an American jazz trumpeter and cornetist.",311.0
18.0,"When Baldwin was young, he had a job as a busboy at famous New York City disco Studio 54.",259.0
346.0,"When Bush was seventeen, he went to Leon, Mexico, as part of his school's student exchange program.",
344.0,"When Bush was six years old, the family moved to Houston, Texas.",
,"When Hepburn was young, she found her older brother, whom she idolized, hanging from the rafters by a rope, dead of an apparent suicide.",217.0
,"When elected President in 2001, Bush asked Rove to give up his direct mail business and join him full-time in Washington.",332.0
229.0,When he first arrived he worked in several printer shops around town.,
268.0,"When he went to the nearby Shrewsbury School the next year, he lived there as a 'boarder'.",52.0
206.0,"When left-wing SLA terrorists kidnapped Patty Hearst in Berkeley and gave a list of demands that included free distribution of food to the poor, Reagan suggested that it would be a good time for an outbreak of botulism.",
108.0,"When she became pregnant, Barrymore proposed marriage.",
,"When she was seven years old, she returned to England for prep school then went on to Sherborne School for Girls.",47.0
226.0,"While Franklin was finding himself in London, Deborah married a man named John Rodgers.",
241.0,While a printing apprentice he wrote under the pseudonym of 'Silence Dogood' who was ostensibly a middle-aged widow.,
347.0,"While attending a motorcycle race, he met a local girl named Columba Garnica Gallo, whom he eventually married.",127.0
213.0,"While enjoying popular but little critical success during his own lifetime, Kerouac is now considered one of America's most important authors.",
94.0,While in the Senate he also served as chairman of the Republican National Committee from 1971 until 1973.,
,"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.",128.0
238.0,"While the identity of William's mother remains unknown, perhaps the responsibility of an infant child gave Franklin a reason to take up residence with Deborah Read.",
110.0,"White was later murdered by Nesbit's vengeful husband, Pittsburgh millionaire Harry K. Thaw.",
,Wilhelm was educated at Kassel at the Friedrichsgymnasium and the University of Bonn.,116.0
,"William Clark Falkner (July 6, 1825 or 1826 - November 6, 1889) was a soldier, lawyer, politician, businessman, and author in northern Mississippi.",176.0
,"William Hindman (April 1, 1743 – January 19, 1822) was an American lawyer and statesman from Talbot County, Maryland.",341.0
,"William Wrigley, Jr. (September 30, 1861–January 26, 1932) was a U.S. chewing gum industrialist.",314.0
,"William studied law at the Inns of Court in London, returning to Maryland in 1765.",98.0
,"Wilver Dornel Stargell (March 6, 1940 – April 9, 2001), ('Willie') beloved professional baseball player nicknamed 'Pops' in the later years of his career who played his entire Major League career (1962-1982) with the Pittsburgh Pirates as an outfielder and first baseman.",190.0
228.0,"With Rodgers' fate unknown, and bigamy an offense punishable by public whipping and imprisonment, Deborah was not free to remarry.",
134.0,"With a few exceptions, Marge spends most of her time tending to housework, minding Maggie, being supportive of Lisa, and either disciplining Bart or defending him from Homer's rage.",
2.0,"With his interest in race cars, he formed a second company, the Henry Ford Company.",357.0
119.0,"With the aid of an aunt, the young Clampett designed the first Mickey Mouse dolls for Walt Disney.",241.0
,"Wright later attended Kenyon College, from which he graduated cum laude, after which he received a Fulbright Fellowship and travelled to Austria.",82.0
335.0,"[4] Situated in Liberty City, Dade County, the school is located just outside of greater Miami, in an area plagued by poverty.",
